analysis_id,study_id,contrast_id,comparison_task,matched_task_names,analysis_name,study_name,authors,publication
7jmKNsNR9wjk-3vQjAH9sSVZ5,7jmKNsNR9wjk,3vQjAH9sSVZ5,n-back,Digit N-back Task,tbl1,The neural basis of academic achievement motivation,"Mizuno K, Tanaka M, Ishii A, Tanabe HC, Onoe H, Sadato N, Watanabe Y",NeuroImage
7k98z8TPi3bV-DT97Dea3RQQ3,7k98z8TPi3bV,DT97Dea3RQQ3,n-back,Paced Auditory Serial Addition Test (PASAT) | Paced Visual Serial Addition Test (PVSAT) | n-Back Task,Significant ALE values for the contrast healthy > patients.,Altered likelihood of brain activation in attention and working memory networks in patients with multiple sclerosis: An ALE meta-analysis☆,K. Kollndorfer; J. Krajnik; R. Woitek; J. Freiherr; D. Prayer; V. Schöpf,Neuroscience and Biobehavioral Reviews
7k98z8TPi3bV-QKsEMJd9TsMJ,7k98z8TPi3bV,QKsEMJd9TsMJ,n-back,Paced Auditory Serial Addition Test (PASAT) | Paced Visual Serial Addition Test (PVSAT) | n-Back Task,tbl0015,Altered likelihood of brain activation in attention and working memory networks in patients with multiple sclerosis: An ALE meta-analysis☆,K. Kollndorfer; J. Krajnik; R. Woitek; J. Freiherr; D. Prayer; V. Schöpf,Neuroscience and Biobehavioral Reviews
7k98z8TPi3bV-pB9dVMUDf3bj,7k98z8TPi3bV,pB9dVMUDf3bj,n-back,Paced Auditory Serial Addition Test (PASAT) | Paced Visual Serial Addition Test (PVSAT) | n-Back Task,Significant ALE values for the contrast patients > healthy.,Altered likelihood of brain activation in attention and working memory networks in patients with multiple sclerosis: An ALE meta-analysis☆,K. Kollndorfer; J. Krajnik; R. Woitek; J. Freiherr; D. Prayer; V. Schöpf,Neuroscience and Biobehavioral Reviews
7k98z8TPi3bV-wKjpoBbxfUdZ,7k98z8TPi3bV,wKjpoBbxfUdZ,n-back,Paced Auditory Serial Addition Test (PASAT) | Paced Visual Serial Addition Test (PVSAT) | n-Back Task,Significant FDR corrected ALE values for healthy controls.,Altered likelihood of brain activation in attention and working memory networks in patients with multiple sclerosis: An ALE meta-analysis☆,K. Kollndorfer; J. Krajnik; R. Woitek; J. Freiherr; D. Prayer; V. Schöpf,Neuroscience and Biobehavioral Reviews
7kNqPxWSYwYy-3BS9uGjcJn2h,7kNqPxWSYwYy,3BS9uGjcJn2h,n-back,Sternberg Task | N-back Task,t0015,Involvement of the cerebellar cortex and nuclei in verbal and visuospatial working memory: A 7T fMRI study,"Thurling M, Hautzel H, Kuper M, Stefanescu MR, Maderwald S, Ladd ME, Timmann D",NeuroImage
7kNqPxWSYwYy-5BQhaZVzdNbg,7kNqPxWSYwYy,5BQhaZVzdNbg,n-back,Sternberg Task | N-back Task,t0025,Involvement of the cerebellar cortex and nuclei in verbal and visuospatial working memory: A 7T fMRI study,"Thurling M, Hautzel H, Kuper M, Stefanescu MR, Maderwald S, Ladd ME, Timmann D",NeuroImage
7kNqPxWSYwYy-5Sewfrh8Xx9G,7kNqPxWSYwYy,5Sewfrh8Xx9G,n-back,Sternberg Task | N-back Task,t0020,Involvement of the cerebellar cortex and nuclei in verbal and visuospatial working memory: A 7T fMRI study,"Thurling M, Hautzel H, Kuper M, Stefanescu MR, Maderwald S, Ladd ME, Timmann D",NeuroImage
7kNqPxWSYwYy-6WKY8v6yRftS,7kNqPxWSYwYy,6WKY8v6yRftS,n-back,Sternberg Task | N-back Task,t0035,Involvement of the cerebellar cortex and nuclei in verbal and visuospatial working memory: A 7T fMRI study,"Thurling M, Hautzel H, Kuper M, Stefanescu MR, Maderwald S, Ladd ME, Timmann D",NeuroImage
7kNqPxWSYwYy-8A8HziTXyjgC,7kNqPxWSYwYy,8A8HziTXyjgC,n-back,Sternberg Task | N-back Task,t0030,Involvement of the cerebellar cortex and nuclei in verbal and visuospatial working memory: A 7T fMRI study,"Thurling M, Hautzel H, Kuper M, Stefanescu MR, Maderwald S, Ladd ME, Timmann D",NeuroImage
7kNqPxWSYwYy-8Hjg3tmDpsX8,7kNqPxWSYwYy,8Hjg3tmDpsX8,n-back,Sternberg Task | N-back Task,t0010,Involvement of the cerebellar cortex and nuclei in verbal and visuospatial working memory: A 7T fMRI study,"Thurling M, Hautzel H, Kuper M, Stefanescu MR, Maderwald S, Ladd ME, Timmann D",NeuroImage
7kNqPxWSYwYy-Tsja8G54eiEK,7kNqPxWSYwYy,Tsja8G54eiEK,n-back,Sternberg Task | N-back Task,t0005,Involvement of the cerebellar cortex and nuclei in verbal and visuospatial working memory: A 7T fMRI study,"Thurling M, Hautzel H, Kuper M, Stefanescu MR, Maderwald S, Ladd ME, Timmann D",NeuroImage
7mbEffuXjzuw-oTKy6RzjAPee,7mbEffuXjzuw,oTKy6RzjAPee,n-back,N-Back Task,3,Genetic Variation of a DRD2 Co‐expression Network is Associated with Changes in Prefrontal Function After D2 Receptors Stimulation,P. Selvaggi; G. Pergola; B. Gelao; P. Di Carlo; M. Nettis; Graziella Amico; L. Fazio; A. Rampino; F. Sambataro; G. Blasi; A. Bertolino,Cerebral Cortex
7mdvWVVgyDM3-5HtGACUFosSk,7mdvWVVgyDM3,5HtGACUFosSk,n-back,n-back working memory task,t0015,Working memory in recurrent brief depression: An fMRI pilot study,"Korsnes MS, Lovdahl H, Andersson S, Bjornerud A, Due-Tonnesen P, Endestad T, Malt UF",Journal of affective disorders
7mdvWVVgyDM3-yzcchGiL8MD6,7mdvWVVgyDM3,yzcchGiL8MD6,n-back,n-back working memory task,t0010,Working memory in recurrent brief depression: An fMRI pilot study,"Korsnes MS, Lovdahl H, Andersson S, Bjornerud A, Due-Tonnesen P, Endestad T, Malt UF",Journal of affective disorders
7oKUH5DmvKmN-378hZD2YxfF6,7oKUH5DmvKmN,378hZD2YxfF6,n-back,n-back Task | Paced Auditory Addition Test (PASAT),(B) Trained Group (pre-training > follow-up) > Control Group (pre-training > follow-up),Locating neural transfer effects of n-back training on the central executive: a longitudinal fMRI study,A. Miró-Padilla; E. Bueichekú; C. Ávila,Scientific Reports
7oKUH5DmvKmN-JRXv4rdUoPdH,7oKUH5DmvKmN,JRXv4rdUoPdH,n-back,n-back Task | Paced Auditory Addition Test (PASAT),(A) Trained Group (pre-training > post-training) > Control Group (pre-training > post-training),Locating neural transfer effects of n-back training on the central executive: a longitudinal fMRI study,A. Miró-Padilla; E. Bueichekú; C. Ávila,Scientific Reports
7pQzyGBUz5t4-7YpFMZShHo9N,7pQzyGBUz5t4,7YpFMZShHo9N,n-back,N-back Working Memory Task,42034,"Hyperactivity of caudate, parahippocampal, and prefrontal regions during working  memory in never-medicated persons at clinical high-risk for psychosis.","Thermenos HW, Juelich RJ, DiChiara SR, Mesholam-Gately RI, Woodberry KA, Wojcik J, Makris N, Keshavan MS, Whitfield-Gabrieli S, Woo TU, Petryshen TL, Goldstein JM, Shenton ME, McCarley RW, Seidman LJ",Schizophrenia research
7q5e9NExJxoX-4pFJgfUjgLar,7q5e9NExJxoX,4pFJgfUjgLar,n-back,n-back task,T3,Persistent Differences in Patterns of Brain Activation after Sports-Related Concussion: A Longitudinal Functional Magnetic Resonance Imaging Study,"Dettwiler, Annegret;Murugavel, Murali;Putukian, Margot;Cubon, Valerie;Furtado, John;Osherson, Daniel",Journal of neurotrauma
7r4tCVbNF9Xu-3nnBFqHn8kfA,7r4tCVbNF9Xu,3nnBFqHn8kfA,n-back,Famous Faces n-back Task,T2,Goal-Congruent Default Network Activity Facilitates Cognitive Control,"Spreng RN, DuPre E, Selarka D, Garcia J, Gojkovic S, Mildner J, Luh WM, Turner GR",The Journal of neuroscience : the official journal of the Society for Neuroscience
7r4tCVbNF9Xu-5YxK92i7fjLh,7r4tCVbNF9Xu,5YxK92i7fjLh,n-back,Famous Faces n-back Task,T1,Goal-Congruent Default Network Activity Facilitates Cognitive Control,"Spreng RN, DuPre E, Selarka D, Garcia J, Gojkovic S, Mildner J, Luh WM, Turner GR",The Journal of neuroscience : the official journal of the Society for Neuroscience
7r4tCVbNF9Xu-6ZWziu3bgzrb,7r4tCVbNF9Xu,6ZWziu3bgzrb,n-back,Famous Faces n-back Task,T3,Goal-Congruent Default Network Activity Facilitates Cognitive Control,"Spreng RN, DuPre E, Selarka D, Garcia J, Gojkovic S, Mildner J, Luh WM, Turner GR",The Journal of neuroscience : the official journal of the Society for Neuroscience
7ucEvwSRSmGF-7G2JXjV4px9v,7ucEvwSRSmGF,7G2JXjV4px9v,n-back,n-back working memory task,tbl1,Background MR gradient noise and non-auditory BOLD activations: A data-driven perspective,"Haller S, Homola GA, Scheffler K, Beckmann CF, Bartsch AJ",Brain research
7vAUSWdayGeL-5arSMUUGQnfN,7vAUSWdayGeL,5arSMUUGQnfN,n-back,"Sustained Attention Task (Visual Psychomotor Vigilance Task, PVT) | Working Memory Task (Auditory N-Back Task)",42940,Seasonality in human cognitive brain responses.,"Meyer C, Muto V, Jaspar M, Kusse C, Lambot E, Chellappa SL, Degueldre C, Balteau E, Luxen A, Middleton B, Archer SN, Collette F, Dijk DJ, Phillips C, Maquet P, Vandewalle G",Proceedings of the National Academy of Sciences of the United States of America
7vAUSWdayGeL-73kpapCPmBrE,7vAUSWdayGeL,73kpapCPmBrE,n-back,"Sustained Attention Task (Visual Psychomotor Vigilance Task, PVT) | Working Memory Task (Auditory N-Back Task)",42941,Seasonality in human cognitive brain responses.,"Meyer C, Muto V, Jaspar M, Kusse C, Lambot E, Chellappa SL, Degueldre C, Balteau E, Luxen A, Middleton B, Archer SN, Collette F, Dijk DJ, Phillips C, Maquet P, Vandewalle G",Proceedings of the National Academy of Sciences of the United States of America
7vFYkpuLtxM8-ShF3SAnwc4LB,7vFYkpuLtxM8,ShF3SAnwc4LB,n-back,n-back working memory task,2-back − 0-back,Fronto-striatal effective connectivity of working memory in adults with cannabis use disorder,Liangsuo Ma; J. Steinberg; J. Bjork; L. Keyser-Marcus; J. Vassileva; Min-zhen Zhu; Venkatesh Ganapathy; Qin Wang; E. Boone; S. Ferré; W. Bickel; F. Gerard Moeller,Psychiatry Research: Neuroimaging
7vPvkj4trdhN-4WcC5HJiVky4,7vPvkj4trdhN,4WcC5HJiVky4,n-back,N-back Task,tbl2,Impact of the COMT Val108/158Met and DAT genotypes on prefrontal function in healthy subjects,"Caldu X, Vendrell P, Bartres-Faz D, Clemente I, Bargallo N, Jurado MA, Serra-Grabulosa JM, Junque C",NeuroImage
7wwHAUz8mJaP-4Nr94EGz7huC,7wwHAUz8mJaP,4Nr94EGz7huC,n-back,n-back working memory task,tbl2,Effects of chewing in working memory processing,"Hirano Y, Obata T, Kashikura K, Nonaka H, Tachibana A, Ikehira H, Onozuka M",Neuroscience letters
7wwHAUz8mJaP-gFiAVJzKqH2H,7wwHAUz8mJaP,gFiAVJzKqH2H,n-back,n-back working memory task,tbl1,Effects of chewing in working memory processing,"Hirano Y, Obata T, Kashikura K, Nonaka H, Tachibana A, Ikehira H, Onozuka M",Neuroscience letters
7xvZAUTNEK6V-5tjCckpBVFqd,7xvZAUTNEK6V,5tjCckpBVFqd,n-back,Visuospatial Working Memory Task (2-back),tbl4,Structural and functional neural correlates of visuospatial information processing in normal aging and amnestic mild cognitive impairment,"Alichniewicz KK, Brunner F, Klunemann HH, Greenlee MW",Neurobiology of aging
7xvZAUTNEK6V-7idjRBE7L5XU,7xvZAUTNEK6V,7idjRBE7L5XU,n-back,Visuospatial Working Memory Task (2-back),tbl5,Structural and functional neural correlates of visuospatial information processing in normal aging and amnestic mild cognitive impairment,"Alichniewicz KK, Brunner F, Klunemann HH, Greenlee MW",Neurobiology of aging
7xvZAUTNEK6V-8MUYyWijUmTT,7xvZAUTNEK6V,8MUYyWijUmTT,n-back,Visuospatial Working Memory Task (2-back),tbl6,Structural and functional neural correlates of visuospatial information processing in normal aging and amnestic mild cognitive impairment,"Alichniewicz KK, Brunner F, Klunemann HH, Greenlee MW",Neurobiology of aging
7zFNJymhFTJ2-7tcwU8xyqMzn,7zFNJymhFTJ2,7tcwU8xyqMzn,n-back,2-back Task,t0010,Right parietal hypoactivation in a cocaine-dependent group during a verbal working memory task,"Bustamante JC, Barros-Loscertales A, Ventura-Campos N, Sanjuan A, Llopis JJ, Parcet MA, Avila C",Brain research
82Lbp4mkSMMw-GfNt9N4kqQ6k,82Lbp4mkSMMw,GfNt9N4kqQ6k,n-back,Alertness Task | n-back Task,Patients-2,Altered functional adaptation to attention and working memory tasks with increasing complexity in relapsing‐remitting multiple sclerosis patients,M. Amann; Lea Sybil Dössegger; I. Penner; J. Hirsch; C. Raselli; P. Calabrese; K. Weier; E. Radü; L. Kappos; A. Gass,Human Brain Mapping
82Lbp4mkSMMw-M258SZRF98yT,82Lbp4mkSMMw,M258SZRF98yT,n-back,Alertness Task | n-back Task,Patients,Altered functional adaptation to attention and working memory tasks with increasing complexity in relapsing‐remitting multiple sclerosis patients,M. Amann; Lea Sybil Dössegger; I. Penner; J. Hirsch; C. Raselli; P. Calabrese; K. Weier; E. Radü; L. Kappos; A. Gass,Human Brain Mapping
82Lbp4mkSMMw-MTBjUgFvMtij,82Lbp4mkSMMw,MTBjUgFvMtij,n-back,Alertness Task | n-back Task,Talairach Coordinates,Altered functional adaptation to attention and working memory tasks with increasing complexity in relapsing‐remitting multiple sclerosis patients,M. Amann; Lea Sybil Dössegger; I. Penner; J. Hirsch; C. Raselli; P. Calabrese; K. Weier; E. Radü; L. Kappos; A. Gass,Human Brain Mapping
82Lbp4mkSMMw-MpbqU8YN3UhP,82Lbp4mkSMMw,MpbqU8YN3UhP,n-back,Alertness Task | n-back Task,Patients-3,Altered functional adaptation to attention and working memory tasks with increasing complexity in relapsing‐remitting multiple sclerosis patients,M. Amann; Lea Sybil Dössegger; I. Penner; J. Hirsch; C. Raselli; P. Calabrese; K. Weier; E. Radü; L. Kappos; A. Gass,Human Brain Mapping
82Lbp4mkSMMw-NVtWcHpaLand,82Lbp4mkSMMw,NVtWcHpaLand,n-back,Alertness Task | n-back Task,1-back,Altered functional adaptation to attention and working memory tasks with increasing complexity in relapsing‐remitting multiple sclerosis patients,M. Amann; Lea Sybil Dössegger; I. Penner; J. Hirsch; C. Raselli; P. Calabrese; K. Weier; E. Radü; L. Kappos; A. Gass,Human Brain Mapping
82Lbp4mkSMMw-ZQpCMybnSZ9g,82Lbp4mkSMMw,ZQpCMybnSZ9g,n-back,Alertness Task | n-back Task,Alertness,Altered functional adaptation to attention and working memory tasks with increasing complexity in relapsing‐remitting multiple sclerosis patients,M. Amann; Lea Sybil Dössegger; I. Penner; J. Hirsch; C. Raselli; P. Calabrese; K. Weier; E. Radü; L. Kappos; A. Gass,Human Brain Mapping
82Lbp4mkSMMw-c7g4Bx23upRB,82Lbp4mkSMMw,c7g4Bx23upRB,n-back,Alertness Task | n-back Task,Controls-2,Altered functional adaptation to attention and working memory tasks with increasing complexity in relapsing‐remitting multiple sclerosis patients,M. Amann; Lea Sybil Dössegger; I. Penner; J. Hirsch; C. Raselli; P. Calabrese; K. Weier; E. Radü; L. Kappos; A. Gass,Human Brain Mapping
82Lbp4mkSMMw-cwpwibqHp6Ex,82Lbp4mkSMMw,cwpwibqHp6Ex,n-back,Alertness Task | n-back Task,Controls,Altered functional adaptation to attention and working memory tasks with increasing complexity in relapsing‐remitting multiple sclerosis patients,M. Amann; Lea Sybil Dössegger; I. Penner; J. Hirsch; C. Raselli; P. Calabrese; K. Weier; E. Radü; L. Kappos; A. Gass,Human Brain Mapping
82Lbp4mkSMMw-ebXRYuWHSFyQ,82Lbp4mkSMMw,ebXRYuWHSFyQ,n-back,Alertness Task | n-back Task,3-back,Altered functional adaptation to attention and working memory tasks with increasing complexity in relapsing‐remitting multiple sclerosis patients,M. Amann; Lea Sybil Dössegger; I. Penner; J. Hirsch; C. Raselli; P. Calabrese; K. Weier; E. Radü; L. Kappos; A. Gass,Human Brain Mapping
82Lbp4mkSMMw-hKLsb8tmdL5w,82Lbp4mkSMMw,hKLsb8tmdL5w,n-back,Alertness Task | n-back Task,2-back,Altered functional adaptation to attention and working memory tasks with increasing complexity in relapsing‐remitting multiple sclerosis patients,M. Amann; Lea Sybil Dössegger; I. Penner; J. Hirsch; C. Raselli; P. Calabrese; K. Weier; E. Radü; L. Kappos; A. Gass,Human Brain Mapping
82Lbp4mkSMMw-sHzt9qDorGPR,82Lbp4mkSMMw,sHzt9qDorGPR,n-back,Alertness Task | n-back Task,Controls-3,Altered functional adaptation to attention and working memory tasks with increasing complexity in relapsing‐remitting multiple sclerosis patients,M. Amann; Lea Sybil Dössegger; I. Penner; J. Hirsch; C. Raselli; P. Calabrese; K. Weier; E. Radü; L. Kappos; A. Gass,Human Brain Mapping
82eMdXNGvbA5-6fECpXpqRGqS,82eMdXNGvbA5,6fECpXpqRGqS,n-back,2-back working memory task,tbl2,Spatial maps in frontal and prefrontal cortex,"Hagler DJ Jr, Sereno MI",NeuroImage
84uPJReRVYY4-68SMEkLuARGc,84uPJReRVYY4,68SMEkLuARGc,n-back,N-back Task,41631,Green tea extract enhances parieto-frontal connectivity during working memory processing.,"Schmidt A, Hammann F, Wolnerhanssen B, Meyer-Gerspach AC, Drewe J, Beglinger C, Borgwardt S",Psychopharmacology
8678aKxSBHsw-7ntLfzfEemBr,8678aKxSBHsw,7ntLfzfEemBr,n-back,n-back task,tbl2,Cognitive control and brain resources in major depression: An fMRI study using then-back task,"Harvey PO, Fossati P, Pochon JB, Levy R, Lebastard G, Lehericy S, Allilaire JF, Dubois B",NeuroImage
87NuWdZYZDqf-75W7L58ELSH6,87NuWdZYZDqf,75W7L58ELSH6,n-back,Two-back Test | Wisconsin Card-Sorting Test (WCST) | Switching Task,t0010,Long-term use of psychedelic drugs is associated with differences in brain structure and personality in humans,"Bouso JC, Palhano-Fontes F, Rodriguez-Fornells A, Ribeiro S, Sanches R, Crippa JA, Hallak JE, de Araujo DB, Riba J",European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology
896rdwvKf2hV-6dYw9KY5zdDW,896rdwvKf2hV,6dYw9KY5zdDW,n-back,n-back Working Memory Task,18515,"Interindividual differences in functional interactions among prefrontal, parietal and parahippocampal regions during working memory.","Glabus MF, Horwitz B, Holt JL, Kohn PD, Gerton BK, Callicott JH, Meyer-Lindenberg A, Berman KF","Cerebral cortex (New York, N.Y. : 1991)"
8FNgE4VKJyzS-XnyV5S5m9yLC,8FNgE4VKJyzS,XnyV5S5m9yLC,n-back,n-back task,Scopolamine > placebo,Cholinergic blockade under working memory demands encountered by increased rehearsal strategies: evidence from fMRI in healthy subjects,Bianca Voss; R. Thienel; M. Reske; T. Kellermann; A. Sheldrick; Sarah Halfter; Katrin Radenbach; N. Shah; U. Habel; T. Kircher,European Archives of Psychiatry and Clinical Neuroscience
8FNgE4VKJyzS-zrjFwYGovXbh,8FNgE4VKJyzS,zrjFwYGovXbh,n-back,n-back task,Placebo > scopolamine,Cholinergic blockade under working memory demands encountered by increased rehearsal strategies: evidence from fMRI in healthy subjects,Bianca Voss; R. Thienel; M. Reske; T. Kellermann; A. Sheldrick; Sarah Halfter; Katrin Radenbach; N. Shah; U. Habel; T. Kircher,European Archives of Psychiatry and Clinical Neuroscience
8GPuWK9HfvRU-8Cbv36Hrptza,8GPuWK9HfvRU,8Cbv36Hrptza,n-back,One-back task in a virtual environment,28498,The Human Retrosplenial Cortex and Thalamus Code Head Direction in a Global Reference Frame.,"Shine JP, Valdes-Herrera JP, Hegarty M, Wolbers T",The Journal of neuroscience : the official journal of the Society for Neuroscience
8H69E3cpRfsJ-4CdCJW4pjaGB,8H69E3cpRfsJ,4CdCJW4pjaGB,n-back,Spatial n-back working memory task,25497,The lateral and ventromedial prefrontal cortex work as a dynamic integrated system: evidence from FMRI connectivity analysis.,"Longe O, Senior C, Rippon G",Journal of cognitive neuroscience
8H69E3cpRfsJ-5bbDsjm3Yssu,8H69E3cpRfsJ,5bbDsjm3Yssu,n-back,Spatial n-back working memory task,25496,The lateral and ventromedial prefrontal cortex work as a dynamic integrated system: evidence from FMRI connectivity analysis.,"Longe O, Senior C, Rippon G",Journal of cognitive neuroscience
8H69E3cpRfsJ-6FYotK7M4Nyx,8H69E3cpRfsJ,6FYotK7M4Nyx,n-back,Spatial n-back working memory task,25495,The lateral and ventromedial prefrontal cortex work as a dynamic integrated system: evidence from FMRI connectivity analysis.,"Longe O, Senior C, Rippon G",Journal of cognitive neuroscience
8H69E3cpRfsJ-6YrqMqmiejvj,8H69E3cpRfsJ,6YrqMqmiejvj,n-back,Spatial n-back working memory task,25499,The lateral and ventromedial prefrontal cortex work as a dynamic integrated system: evidence from FMRI connectivity analysis.,"Longe O, Senior C, Rippon G",Journal of cognitive neuroscience
8H69E3cpRfsJ-8FRb4VUX33hB,8H69E3cpRfsJ,8FRb4VUX33hB,n-back,Spatial n-back working memory task,25498,The lateral and ventromedial prefrontal cortex work as a dynamic integrated system: evidence from FMRI connectivity analysis.,"Longe O, Senior C, Rippon G",Journal of cognitive neuroscience
8KxpRb2ZrtQ5-3grxohdmAzNM,8KxpRb2ZrtQ5,3grxohdmAzNM,n-back,n-back task,t0010,Cognitive and neural correlates of the 5-repeat allele of the dopamine D4 receptor gene in a population lacking the 7-repeat allele,"Takeuchi H, Tomita H, Taki Y, Kikuchi Y, Ono C, Yu Z, Sekiguchi A, Nouchi R, Kotozaki Y, Nakagawa S, Miyauchi CM, Iizuka K, Yokoyama R, Shinada T, Yamamoto Y, Hanawa S, Araki T, Hashizume H, Kunitoki K, Sassa Y, Kawashima R",NeuroImage
8KxpRb2ZrtQ5-6RZtGCEFYoKU,8KxpRb2ZrtQ5,6RZtGCEFYoKU,n-back,n-back task,t0020,Cognitive and neural correlates of the 5-repeat allele of the dopamine D4 receptor gene in a population lacking the 7-repeat allele,"Takeuchi H, Tomita H, Taki Y, Kikuchi Y, Ono C, Yu Z, Sekiguchi A, Nouchi R, Kotozaki Y, Nakagawa S, Miyauchi CM, Iizuka K, Yokoyama R, Shinada T, Yamamoto Y, Hanawa S, Araki T, Hashizume H, Kunitoki K, Sassa Y, Kawashima R",NeuroImage
8LphjvLKSnV9-44NiDkNEMTd6,8LphjvLKSnV9,44NiDkNEMTd6,n-back,n-back task,tbl3,Neurofunctional correlates of personality traits in relapsing-remitting multiple sclerosis: An fMRI study,"Gioia MC, Cerasa A, Valentino P, Fera F, Nistico R, Liguori M, Lanza P, Quattrone A",Brain and cognition
8LphjvLKSnV9-7cKWdbRWmNEb,8LphjvLKSnV9,7cKWdbRWmNEb,n-back,n-back task,tbl2,Neurofunctional correlates of personality traits in relapsing-remitting multiple sclerosis: An fMRI study,"Gioia MC, Cerasa A, Valentino P, Fera F, Nistico R, Liguori M, Lanza P, Quattrone A",Brain and cognition
8mhmd4KJvs8G-HAuL6uEjXcvV,8mhmd4KJvs8G,HAuL6uEjXcvV,n-back,N-BACK task,Pre-HD > controls (1-BACK),Functional changes during working memory in Huntington’s disease: 30-month longitudinal data from the IMAGE-HD study,G. Poudel; J. Stout; J. Domínguez D.; M. Gray; Louisa Salmon; A. Churchyard; P. Chua; B. Borowsky; G. Egan; N. Georgiou‐Karistianis,Brain Structure and Function
8mhmd4KJvs8G-KtARLdyN8K6k,8mhmd4KJvs8G,KtARLdyN8K6k,n-back,N-BACK task,Pre-HD > controls (2-BACK),Functional changes during working memory in Huntington’s disease: 30-month longitudinal data from the IMAGE-HD study,G. Poudel; J. Stout; J. Domínguez D.; M. Gray; Louisa Salmon; A. Churchyard; P. Chua; B. Borowsky; G. Egan; N. Georgiou‐Karistianis,Brain Structure and Function
8nX9KFkVw45k-RwKkv5KBCRuq,8nX9KFkVw45k,RwKkv5KBCRuq,n-back,3-back working memory task,3-back > 0-back: negative correlation with post-chemotherapy interval,Alterations in brain structure and function in breast cancer survivors: effect of post-chemotherapy interval and relation to oxidative DNA damage,S. Conroy; B. McDonald; Dori J. Smith; Lyndsi R. Moser; John D. West; L. Kamendulis; J. Klaunig; V. Champion; F. Unverzagt; A. Saykin,Breast Cancer Research and Treatment
8nX9KFkVw45k-VrKNsY2wm2R2,8nX9KFkVw45k,VrKNsY2wm2R2,n-back,3-back working memory task,VBM: positive correlation with post-chemotherapy interval,Alterations in brain structure and function in breast cancer survivors: effect of post-chemotherapy interval and relation to oxidative DNA damage,S. Conroy; B. McDonald; Dori J. Smith; Lyndsi R. Moser; John D. West; L. Kamendulis; J. Klaunig; V. Champion; F. Unverzagt; A. Saykin,Breast Cancer Research and Treatment
8nX9KFkVw45k-v66WiASY6fcL,8nX9KFkVw45k,v66WiASY6fcL,n-back,3-back working memory task,VBM: Healthy control > Breast cancer survivor,Alterations in brain structure and function in breast cancer survivors: effect of post-chemotherapy interval and relation to oxidative DNA damage,S. Conroy; B. McDonald; Dori J. Smith; Lyndsi R. Moser; John D. West; L. Kamendulis; J. Klaunig; V. Champion; F. Unverzagt; A. Saykin,Breast Cancer Research and Treatment
8nX9KFkVw45k-yNVmaLWGxuzh,8nX9KFkVw45k,yNVmaLWGxuzh,n-back,3-back working memory task,3-back > 0-back: Healthy control > Breast cancer survivor,Alterations in brain structure and function in breast cancer survivors: effect of post-chemotherapy interval and relation to oxidative DNA damage,S. Conroy; B. McDonald; Dori J. Smith; Lyndsi R. Moser; John D. West; L. Kamendulis; J. Klaunig; V. Champion; F. Unverzagt; A. Saykin,Breast Cancer Research and Treatment
8qU4udzTztGv-YMKEM27PDyPg,8qU4udzTztGv,YMKEM27PDyPg,n-back,n-back working memory task,18899,fMRI investigation of working memory for faces in autism: visual coding and underconnectivity with frontal areas.,"Koshino H, Kana RK, Keller TA, Cherkassky VL, Minshew NJ, Just MA","Cerebral cortex (New York, N.Y. : 1991)"
8qU4udzTztGv-oij63QyCvMRA,8qU4udzTztGv,oij63QyCvMRA,n-back,n-back working memory task,18900,fMRI investigation of working memory for faces in autism: visual coding and underconnectivity with frontal areas.,"Koshino H, Kana RK, Keller TA, Cherkassky VL, Minshew NJ, Just MA","Cerebral cortex (New York, N.Y. : 1991)"
8wcR6B8iVdoC-rew5qriQZB4u,8wcR6B8iVdoC,rew5qriQZB4u,n-back,N-Back Task,t1,Effects of in-Scanner Bilateral Frontal tDCS on Functional Connectivity of the Working Memory Network in Older Adults,N. Nissim; A. O'Shea; A. Indahlastari; Rachel Telles; Lindsey Richards; E. Porges; R. Cohen; A. Woods,Frontiers in Aging Neuroscience
96Ldy7ax8bSq-354vfuD639oE,96Ldy7ax8bSq,354vfuD639oE,n-back,N-back working memory task,Interaction YoE × WMH,White matter hyperintensities and cognitive reserve during a working memory task: a functional magnetic resonance imaging study in cognitively normal older adults,Sara Fernández-Cabello; C. Valls-Pedret; Matthias Schurz; Dídac Vidal-Piñeiro; R. Sala‐Llonch; N. Bargalló; E. Ros; D. Bartrés-Faz,Neurobiology of Aging
96Ldy7ax8bSq-8nLD26zqMoih,96Ldy7ax8bSq,8nLD26zqMoih,n-back,N-back working memory task,Main effect of YoE (high education > low education),White matter hyperintensities and cognitive reserve during a working memory task: a functional magnetic resonance imaging study in cognitively normal older adults,Sara Fernández-Cabello; C. Valls-Pedret; Matthias Schurz; Dídac Vidal-Piñeiro; R. Sala‐Llonch; N. Bargalló; E. Ros; D. Bartrés-Faz,Neurobiology of Aging
96Ldy7ax8bSq-vSC5yUDgE8D9,96Ldy7ax8bSq,vSC5yUDgE8D9,n-back,N-back working memory task,Conjunction analysis (areas that showed an interaction of YoE × WMH and were active in the young cognitive load network),White matter hyperintensities and cognitive reserve during a working memory task: a functional magnetic resonance imaging study in cognitively normal older adults,Sara Fernández-Cabello; C. Valls-Pedret; Matthias Schurz; Dídac Vidal-Piñeiro; R. Sala‐Llonch; N. Bargalló; E. Ros; D. Bartrés-Faz,Neurobiology of Aging
